date,baseline_predicted_reported_min,baseline_predicted_reported_and_unreported_min,baseline_normal_bed_occupancy_min,baseline_icu_bed_occupancy_min,baseline_icu_ventilator_occupancy_min,baseline_normal_bed_requirement_min,baseline_icu_bed_requirement_min,baseline_icu_ventilator_requirement_min,baseline_death_natural_non_exposed_min,baseline_death_natural_exposed_min,baseline_death_treated_hospital_min,baseline_death_treated_icu_min,baseline_death_treated_ventilator_min,baseline_death_untreated_hospital_min,baseline_death_untreated_icu_min,baseline_death_untreated_ventilator_min,baseline_death_cum_mortality_min,baseline_death_deaths_from_covid_min,baseline_death_deaths_with_covid_min,baseline_predicted_reported_med,baseline_predicted_reported_and_unreported_med,baseline_normal_bed_occupancy_med,baseline_icu_bed_occupancy_med,baseline_icu_ventilator_occupancy_med,baseline_normal_bed_requirement_med,baseline_icu_bed_requirement_med,baseline_icu_ventilator_requirement_med,baseline_death_natural_non_exposed_med,baseline_death_natural_exposed_med,baseline_death_treated_hospital_med,baseline_death_treated_icu_med,baseline_death_treated_ventilator_med,baseline_death_untreated_hospital_med,baseline_death_untreated_icu_med,baseline_death_untreated_ventilator_med,baseline_death_cum_mortality_med,baseline_death_deaths_from_covid_med,baseline_death_deaths_with_covid_med,baseline_predicted_reported_max,baseline_predicted_reported_and_unreported_max,baseline_normal_bed_occupancy_max,baseline_icu_bed_occupancy_max,baseline_icu_ventilator_occupancy_max,baseline_normal_bed_requirement_max,baseline_icu_bed_requirement_max,baseline_icu_ventilator_requirement_max,baseline_death_natural_non_exposed_max,baseline_death_natural_exposed_max,baseline_death_treated_hospital_max,baseline_death_treated_icu_max,baseline_death_treated_ventilator_max,baseline_death_untreated_hospital_max,baseline_death_untreated_icu_max,baseline_death_untreated_ventilator_max,baseline_death_cum_mortality_max,baseline_death_deaths_from_covid_max,baseline_death_deaths_with_covid_max,hypothetical_predicted_reported_min,hypothetical_predicted_reported_and_unreported_min,hypothetical_normal_bed_occupancy_min,hypothetical_icu_bed_occupancy_min,hypothetical_icu_ventilator_occupancy_min,hypothetical_normal_bed_requirement_min,hypothetical_icu_bed_requirement_min,hypothetical_icu_ventilator_requirement_min,hypothetical_death_natural_non_exposed_min,hypothetical_death_natural_exposed_min,hypothetical_death_treated_hospital_min,hypothetical_death_treated_icu_min,hypothetical_death_treated_ventilator_min,hypothetical_death_untreated_hospital_min,hypothetical_death_untreated_icu_min,hypothetical_death_untreated_ventilator_min,hypothetical_death_cum_mortality_min,hypothetical_death_deaths_from_covid_min,hypothetical_death_deaths_with_covid_min,hypothetical_predicted_reported_med,hypothetical_predicted_reported_and_unreported_med,hypothetical_normal_bed_occupancy_med,hypothetical_icu_bed_occupancy_med,hypothetical_icu_ventilator_occupancy_med,hypothetical_normal_bed_requirement_med,hypothetical_icu_bed_requirement_med,hypothetical_icu_ventilator_requirement_med,hypothetical_death_natural_non_exposed_med,hypothetical_death_natural_exposed_med,hypothetical_death_treated_hospital_med,hypothetical_death_treated_icu_med,hypothetical_death_treated_ventilator_med,hypothetical_death_untreated_hospital_med,hypothetical_death_untreated_icu_med,hypothetical_death_untreated_ventilator_med,hypothetical_death_cum_mortality_med,hypothetical_death_deaths_from_covid_med,hypothetical_death_deaths_with_covid_med,hypothetical_predicted_reported_max,hypothetical_predicted_reported_and_unreported_max,hypothetical_normal_bed_occupancy_max,hypothetical_icu_bed_occupancy_max,hypothetical_icu_ventilator_occupancy_max,hypothetical_normal_bed_requirement_max,hypothetical_icu_bed_requirement_max,hypothetical_icu_ventilator_requirement_max,hypothetical_death_natural_non_exposed_max,hypothetical_death_natural_exposed_max,hypothetical_death_treated_hospital_max,hypothetical_death_treated_icu_max,hypothetical_death_treated_ventilator_max,hypothetical_death_untreated_hospital_max,hypothetical_death_untreated_icu_max,hypothetical_death_untreated_ventilator_max,hypothetical_death_cum_mortality_max,hypothetical_death_deaths_from_covid_max,hypothetical_death_deaths_with_covid_max,input_cases,input_deaths,seroprevalence,input_cumulative_death,interventions_baseline_si_vector,interventions_baseline_sd_vector,interventions_baseline_scr_vector,interventions_baseline_hw_vector,interventions_baseline_msk_vector,interventions_baseline_wah_vector,interventions_baseline_sc_vector,interventions_baseline_scp_vector,interventions_baseline_tb_vector,interventions_baseline_mt_vector,interventions_baseline_cte_vector,interventions_baseline_q_vector,interventions_hypothetical_si_vector,interventions_hypothetical_sd_vector,interventions_hypothetical_scr_vector,interventions_hypothetical_hw_vector,interventions_hypothetical_msk_vector,interventions_hypothetical_wah_vector,interventions_hypothetical_sc_vector,interventions_hypothetical_scp_vector,interventions_hypothetical_tb_vector,interventions_hypothetical_mt_vector,interventions_hypothetical_cte_vector,interventions_hypothetical_q_vector
2/16/20,4,27,0,0,0,0,0,0,8232,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,8232,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0,0,0,8232,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,8232,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,8232,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0,0,0,8232,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/20,6,42,0,0,0,0,0,0,16463,0,0,0,0,0,0,0,0,0,0,7,44,0,0,0,0,0,0,16463,0,0,0,0,0,0,0,0,0,0,7,47,0,0,0,0,0,0,16463,0,0,0,0,0,0,0,0,0,0,6,42,0,0,0,0,0,0,16463,0,0,0,0,0,0,0,0,0,0,7,45,0,0,0,0,0,0,16463,0,0,0,0,0,0,0,0,0,0,7,47,0,0,0,0,0,0,16463,0,0,0,0,0,0,0,0,0,0,10,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/18/20,9,59,1,0,0,1,0,0,24695,0,0,0,0,0,0,0,0,0,0,10,63,1,0,0,2,0,0,24695,0,0,0,0,0,0,0,0,0,0,11,67,1,0,0,2,0,0,24695,0,0,0,0,0,0,0,0,0,0,9,59,1,0,0,1,0,0,24695,0,0,0,0,0,0,0,0,0,0,10,63,1,0,0,2,0,0,24695,0,0,0,0,0,0,0,0,0,0,11,67,1,0,0,2,0,0,24695,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/19/20,12,79,2,0,1,3,0,1,32927,0,0,0,0,0,0,0,0,0,0,14,85,3,0,1,3,0,1,32927,0,0,0,0,0,0,0,0,0,0,15,92,3,0,1,3,0,1,32927,0,0,0,0,0,0,0,0,0,0,13,79,2,0,1,3,0,1,32927,0,0,0,0,0,0,0,0,0,0,14,86,3,0,1,3,0,1,32927,0,0,0,0,0,0,0,0,0,0,15,91,3,0,1,3,0,1,32927,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20/20,16,103,4,1,1,4,1,1,41159,0,0,0,0,0,0,0,0,0,0,18,112,4,1,1,5,1,1,41159,0,0,0,0,0,0,0,0,0,0,19,121,5,1,1,5,1,1,41159,0,0,0,0,0,0,0,0,0,0,16,102,4,1,1,4,1,1,41159,0,0,0,0,0,0,0,0,0,0,18,113,4,1,1,5,1,1,41159,0,0,0,0,0,0,0,0,0,0,19,122,5,1,1,5,1,1,41159,0,0,0,0,0,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/20,21,132,6,1,1,6,1,1,49391,0,0,0,0,0,0,0,0,1,0,23,145,6,1,1,7,1,2,49391,0,0,0,0,0,0,0,0,1,0,25,158,7,1,2,8,1,2,49391,0,0,0,0,0,0,0,0,1,0,21,130,6,1,1,6,1,1,49391,0,0,0,0,0,0,0,0,1,0,23,147,6,1,1,7,1,2,49391,0,0,0,0,0,0,0,0,1,0,25,160,7,1,2,8,1,2,49391,0,0,0,0,0,0,0,0,1,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/20,26,168,8,1,2,9,1,2,57623,0,0,0,0,0,0,0,1,1,0,29,186,9,1,2,10,1,2,57623,0,1,0,0,0,0,0,1,1,0,32,205,9,1,2,10,2,2,57623,0,1,0,0,0,0,0,1,1,0,26,165,8,1,2,9,1,2,57623,0,0,0,0,0,0,0,1,1,0,30,189,9,1,2,10,1,2,57623,0,1,0,0,0,0,0,1,1,0,32,207,9,1,2,10,2,2,57623,0,1,0,0,0,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/20,33,213,10,2,2,11,2,3,65855,0,1,0,0,0,0,0,1,1,0,37,237,11,2,3,12,2,3,65855,0,1,0,0,0,0,0,1,1,0,41,263,12,2,3,14,2,3,65855,0,1,0,0,0,0,0,1,1,0,32,207,10,2,2,11,2,3,65855,0,1,0,0,0,0,0,1,1,0,37,242,11,2,3,13,2,3,65855,0,1,0,0,0,0,0,1,1,0,41,268,12,2,3,14,2,3,65855,0,1,0,0,0,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/20,41,267,13,2,3,14,2,3,74087,0,1,0,0,0,0,0,1,2,0,46,301,14,2,3,16,2,4,74087,0,1,0,0,0,0,0,2,2,0,52,338,16,2,4,17,3,4,74087,0,1,0,1,0,0,0,2,2,0,40,259,13,2,3,14,2,3,74087,0,1,0,0,0,0,0,1,2,0,47,308,14,2,3,16,2,4,74087,0,1,0,0,0,0,0,2,2,0,53,346,16,2,4,17,3,4,74087,0,1,0,1,0,0,0,2,2,0,13,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/20,51,335,16,2,4,18,3,4,82319,0,1,0,1,0,0,0,2,2,0,58,380,18,3,4,20,3,5,82319,0,1,0,1,0,0,0,2,3,0,65,433,19,3,5,21,3,5,82319,0,2,0,1,0,0,0,2,3,0,49,324,16,2,4,18,3,4,82319,0,1,0,1,0,0,0,2,2,0,60,392,18,3,4,20,3,5,82319,0,1,0,1,0,0,0,2,3,0,67,446,20,3,5,22,3,5,82319,0,2,0,1,0,0,0,2,3,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/20,63,418,19,3,5,22,3,5,90551,0,2,0,1,0,0,0,3,3,0,72,480,22,3,5,24,4,6,90551,0,2,0,1,0,0,0,3,3,0,84,557,24,4,6,27,4,7,90551,0,2,0,1,0,0,0,3,4,0,61,404,19,3,5,21,3,5,90551,0,2,0,1,0,0,0,3,3,0,75,498,22,3,5,25,4,6,90551,0,2,0,1,0,0,0,3,3,0,86,575,24,4,6,27,4,7,90551,0,2,0,1,0,0,0,3,4,0,15,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/20,79,523,24,4,6,26,4,7,98783,0,2,0,1,0,0,0,3,4,0,91,609,26,4,7,29,5,7,98783,0,2,0,1,0,0,0,4,4,0,107,716,29,5,7,33,5,8,98783,0,3,1,1,0,0,0,4,5,0,76,504,23,4,6,26,4,6,98783,0,2,0,1,0,0,0,3,4,0,95,633,27,4,7,30,5,7,98783,0,2,0,1,0,0,0,4,4,0,110,741,30,5,7,33,5,8,98783,0,3,1,1,0,0,0,4,5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/20,97,652,28,5,7,31,5,8,107016,0,3,1,1,0,0,0,4,5,0,115,775,32,5,8,36,6,9,107016,0,3,1,1,0,0,0,5,5,0,137,922,36,6,9,40,6,10,107016,0,3,1,2,0,0,0,5,6,0,94,629,28,4,7,31,5,8,107016,0,3,1,1,0,0,0,4,5,0,119,804,33,5,8,37,6,9,107016,0,3,1,1,0,0,0,5,6,0,141,954,37,6,9,41,6,10,107016,0,3,1,2,0,0,0,5,6,0,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/29/20,121,815,34,6,9,38,6,10,115248,0,3,1,2,0,0,0,5,6,0,146,985,39,6,10,43,7,11,115248,0,4,1,2,0,0,0,6,7,1,175,1186,44,7,11,49,8,13,115248,0,4,1,2,0,0,0,6,8,1,117,788,33,5,8,37,6,9,115248,0,3,1,2,0,0,0,5,6,0,151,1024,40,6,10,45,7,11,115248,0,4,1,2,0,0,0,6,7,1,181,1230,46,7,11,51,8,13,115248,0,4,1,2,0,0,0,6,8,1,5,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/20,150,1018,41,7,11,46,7,12,123480,0,4,1,2,0,0,0,6,8,1,184,1250,48,8,12,53,8,13,123481,0,5,1,2,0,0,0,7,8,1,223,1520,55,9,14,61,10,16,123481,0,5,1,3,0,0,0,8,9,1,146,988,40,6,10,45,7,11,123480,0,4,1,2,0,0,0,6,7,1,192,1304,49,8,12,55,9,14,123481,0,5,1,2,0,0,0,7,9,1,233,1586,57,9,14,63,10,16,123481,0,5,1,3,0,0,0,8,9,1,18,2,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/20,187,1271,49,8,13,55,9,14,131713,0,5,1,2,0,0,0,8,9,1,233,1584,58,9,15,64,10,17,131713,0,6,1,3,0,0,0,9,10,1,285,1947,68,11,17,76,12,19,131713,0,6,1,3,0,0,0,10,12,1,182,1240,48,8,12,54,9,14,131713,0,5,1,2,0,0,0,8,9,1,244,1661,60,10,15,67,11,17,131713,0,6,1,3,0,0,0,9,11,1,300,2047,71,11,18,79,12,20,131713,0,6,1,3,0,0,0,10,12,1,16,3,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/3/20,233,1588,60,10,16,66,11,17,139945,0,6,1,3,0,0,0,10,11,1,294,2008,71,11,18,79,13,20,139946,0,7,1,3,0,0,0,11,13,1,365,2498,84,14,21,94,15,24,139946,0,8,2,4,0,0,0,12,14,1,228,1556,58,9,15,65,10,17,139945,0,6,1,3,0,0,0,9,11,1,310,2118,74,12,19,83,13,21,139946,0,7,1,3,0,0,0,11,13,1,386,2644,89,14,22,99,15,25,139946,0,8,2,4,0,0,0,12,14,1,21,4,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/4/20,291,1987,72,12,19,80,13,21,148178,0,7,2,4,0,0,0,12,14,1,372,2546,87,14,22,97,15,25,148178,0,8,2,4,0,0,0,13,15,1,467,3205,105,17,27,117,19,30,148178,1,9,2,5,0,0,0,15,17,1,285,1951,70,11,18,78,12,20,148178,0,7,2,4,0,0,0,11,13,1,394,2700,92,15,23,102,16,26,148178,0,8,2,4,0,0,0,13,16,1,498,3417,112,18,28,124,19,31,148178,1,10,2,5,0,0,0,15,18,1,36,2,NA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/5/20,363,2485,88,14,23,97,16,26,156411,1,9,2,4,0,0,0,14,16,1,471,3232,108,17,28,120,19,31,156411,1,10,2,5,0,0,0,16,19,1,599,4114,132,21,33,146,23,37,156411,1,11,2,6,0,0,0,18,21,2,356,2436,85,14,22,95,15,25,156411,1,8,2,4,0,0,0,14,16,1,501,3440,114,18,29,126,20,32,156411,1,10,2,5,0,0,0,16,19,1,641,4406,140,22,35,156,24,39,156411,1,12,3,6,0,0,0,18,22,2,67,0,NA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/6/20,453,3110,107,18,28,119,19,31,164643,1,10,2,5,0,0,0,17,20,1,597,4106,133,22,34,148,24,38,164644,1,12,3,6,0,0,0,19,23,2,770,5298,165,27,42,184,29,47,164644,1,14,3,7,0,0,0,22,26,2,444,3046,104,17,27,116,19,30,164643,1,10,2,5,0,0,0,17,19,1,638,4384,141,23,36,157,25,40,164643,1,12,3,6,0,0,0,20,23,2,825,5681,177,28,44,196,30,49,164644,1,15,3,7,0,0,0,23,27,2,83,3,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/20,567,3895,131,22,35,145,23,38,172876,1,12,3,6,0,0,0,20,24,2,758,5219,166,27,43,184,29,47,172876,1,15,3,8,0,0,0,24,28,2,991,6826,208,33,53,231,36,59,172877,1,17,4,9,1,0,0,27,32,3,554,3808,127,21,33,142,23,37,172876,1,12,3,6,0,0,0,20,23,2,812,5590,176,28,45,196,31,50,172876,1,15,3,8,0,0,0,24,29,2,1064,7329,223,35,56,248,39,62,172877,1,18,4,9,1,0,0,28,34,3,117,4,NA,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/20,709,4879,160,26,42,178,29,47,181108,1,15,3,8,0,0,0,24,28,2,963,6634,206,34,53,230,37,59,181109,1,18,4,9,1,0,0,29,34,3,1276,8799,263,42,67,292,46,74,181109,1,21,5,11,1,0,0,34,40,3,692,4763,156,26,41,174,28,45,181108,1,15,3,8,0,0,0,24,28,2,1035,7131,221,35,56,246,39,62,181109,1,19,4,9,1,0,0,29,35,3,1371,9457,283,45,71,314,49,79,181110,1,22,5,11,1,0,0,34,42,3,119,3,NA,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/9/20,887,6113,197,32,52,219,35,58,189340,1,18,4,9,1,0,0,29,34,3,1223,8432,258,42,66,287,46,74,189341,1,22,5,11,1,0,0,35,41,3,1644,11345,333,53,85,370,58,94,189342,2,26,6,13,1,0,0,42,49,4,865,5959,192,32,50,214,34,56,189340,1,17,4,9,1,0,0,29,33,3,1319,9100,278,44,70,309,49,78,189341,1,23,5,12,1,0,0,36,43,3,1769,12209,360,57,90,400,62,100,189342,2,28,6,14,1,0,0,43,52,4,201,4,NA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/10/20,1111,7662,243,40,64,271,44,71,197573,1,22,5,11,1,0,0,35,41,3,1554,10725,325,52,83,361,57,93,197574,2,26,6,14,1,0,0,43,50,4,2119,14632,423,68,108,471,74,120,197575,2,32,7,17,1,0,0,52,61,5,1082,7459,237,39,62,264,42,69,197572,1,21,5,11,1,0,0,35,40,3,1683,11615,350,56,89,389,61,98,197574,2,28,6,14,1,0,0,44,53,4,2283,15765,460,73,115,510,80,128,197575,2,34,7,17,1,0,0,53,64,5,270,5,NA,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/11/20,1392,9607,301,49,80,335,54,88,205805,2,26,6,14,1,0,0,42,50,4,1978,13664,408,66,105,454,72,116,205806,2,32,7,17,1,0,0,52,62,5,2732,18875,540,86,137,601,94,153,205808,3,40,9,21,1,0,0,64,76,6,1353,9337,293,48,76,326,52,85,205804,2,25,6,13,1,0,0,42,48,4,2147,14828,443,71,112,492,77,124,205806,2,34,8,18,1,0,0,54,65,5,2947,20360,588,93,147,653,102,164,205808,3,43,9,22,1,0,0,66,80,7,245,6,NA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/20,1745,12047,373,61,99,415,67,109,214036,2,32,7,17,1,0,0,51,60,5,2520,17410,515,83,132,573,91,147,214038,3,40,9,21,1,0,0,64,76,6,3523,24352,692,110,176,769,121,195,214040,3,50,11,26,2,0,0,80,95,8,1693,11691,363,59,95,404,65,105,214036,2,31,7,16,1,0,0,51,59,5,2744,18959,562,89,141,624,98,157,214038,3,43,9,22,1,0,0,67,80,7,3805,26300,753,120,189,837,131,210,214041,3,54,12,27,2,0,0,83,101,9,405,6,NA,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/13/20,2187,15109,464,76,122,516,83,136,222267,3,38,9,20,1,0,0,62,73,6,3210,22188,651,105,167,724,115,185,222270,3,50,11,26,2,0,0,79,94,8,4545,31422,888,142,225,987,155,250,222273,4,63,14,32,2,0,0,101,119,10,2120,14642,450,74,117,501,80,130,222266,3,37,8,20,1,0,0,62,71,6,3508,24249,713,113,179,792,124,199,222270,3,53,12,27,2,0,0,83,100,8,4926,34063,968,154,242,1075,168,269,222273,4,68,15,34,2,0,0,104,127,11,556,7,NA,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/20,2743,18953,577,95,152,642,103,168,230497,3,47,10,25,1,0,0,76,89,7,4090,28278,824,133,211,916,145,234,230502,4,61,13,32,2,0,0,98,116,10,5863,40548,1141,182,288,1269,199,320,230505,5,80,17,41,3,0,0,127,150,13,2654,18340,559,91,145,622,100,161,230497,3,46,10,24,1,0,0,75,87,7,4486,31017,907,144,227,1007,157,253,230501,4,66,14,34,2,0,0,104,124,11,6381,44133,1246,199,311,1384,217,345,230505,5,86,19,43,3,0,0,131,161,14,674,10,NA,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/20,3440,23778,720,118,189,801,128,210,238727,4,57,13,30,2,0,0,92,109,9,5216,36071,1045,168,268,1162,184,297,238733,5,76,17,40,2,0,0,121,145,12,7568,52347,1469,234,370,1633,256,411,238737,7,101,22,51,3,0,0,160,189,17,3324,22975,696,113,180,775,124,201,238726,4,56,12,29,2,0,0,92,106,9,5737,39677,1155,182,289,1282,199,321,238731,5,83,18,42,3,0,0,130,155,13,8266,57180,1608,256,399,1785,280,443,238737,7,109,23,55,3,0,0,167,204,18,702,8,NA,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/20,4314,29832,898,147,235,999,160,261,246955,5,70,16,37,2,0,0,113,134,11,6654,46028,1328,213,339,1476,233,377,246963,6,96,21,49,3,0,0,151,181,15,9776,67630,1892,302,475,2102,330,528,246968,8,128,28,65,4,0,0,202,240,22,4163,28783,867,141,225,965,154,250,246953,5,68,15,36,2,0,0,112,130,11,7337,50755,1473,232,368,1635,253,409,246961,7,104,22,53,3,0,0,162,195,17,10707,74079,2077,331,514,2306,361,571,246969,9,139,30,70,4,0,0,212,259,23,907,23,NA,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/20,5412,37431,1122,183,294,1248,200,326,255182,6,86,19,46,3,0,0,139,165,14,8490,58732,1688,271,430,1876,296,477,255192,8,120,26,62,4,0,0,188,226,20,12627,87365,2438,389,611,2709,425,679,255199,11,163,35,83,5,0,0,257,305,28,5214,36061,1082,176,280,1204,192,311,255179,6,84,19,44,3,0,0,138,159,13,9384,64922,1878,295,469,2085,322,521,255189,9,131,28,66,4,0,0,204,245,21,13868,95957,2685,427,662,2981,466,736,255200,11,177,38,88,6,0,0,270,330,30,1399,26,NA,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,6789,46964,1403,229,367,1561,250,407,263406,8,106,24,56,3,0,0,171,203,17,10831,74936,2147,344,545,2386,376,605,263419,10,150,33,77,5,0,0,236,284,25,16307,112836,3144,501,786,3493,548,873,263429,13,207,45,105,7,0,0,327,389,36,6531,45179,1351,220,349,1503,240,388,263403,7,103,23,54,3,0,0,169,196,16,12001,83036,2398,375,598,2661,411,664,263416,11,165,35,83,5,0,0,257,309,27,17959,124269,3473,552,855,3855,603,950,263430,14,226,49,113,7,0,0,345,422,38,2444,45,NA,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/19/20,8517,58922,1756,286,459,1952,312,509,271628,9,132,29,70,4,0,0,210,251,21,13812,95571,2732,438,692,3037,479,769,271645,13,189,41,97,6,0,0,297,357,31,21054,145690,4055,646,1012,4506,707,1125,271658,17,265,57,134,8,0,0,417,497,46,8182,56602,1688,274,435,1878,299,484,271623,9,127,28,66,4,0,0,208,242,20,15346,106184,3062,479,763,3399,524,848,271641,13,209,45,105,7,0,0,325,390,35,23249,160880,4493,713,1106,4987,779,1229,271659,18,290,62,144,9,0,0,441,541,49,4043,50,NA,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/20/20,10683,73920,2198,358,574,2444,391,636,279846,12,163,36,86,5,0,0,260,310,26,17605,121824,3478,557,880,3867,609,978,279869,16,239,52,122,8,0,0,373,450,40,27173,188034,5231,834,1304,5813,912,1449,279886,22,339,73,171,11,0,0,532,636,59,10248,70905,2111,342,544,2348,374,604,279840,11,157,35,82,5,0,0,257,299,25,19618,135750,3911,611,974,4341,669,1082,279864,17,264,56,133,8,0,0,410,494,44,30085,208181,5814,923,1430,6454,1008,1589,279887,23,373,80,185,12,0,0,565,695,63,5619,65,NA,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/21/20,13400,92721,2752,448,718,3061,489,796,288059,14,202,45,106,6,0,0,322,385,33,22434,155238,4429,709,1119,4925,775,1244,288090,20,302,66,154,10,0,0,471,568,50,35067,242659,6749,1076,1679,7499,1176,1866,288112,28,435,94,219,14,0,0,681,815,76,12835,88813,2642,428,680,2939,468,755,288051,14,195,43,101,6,0,0,318,370,32,25071,173485,4997,781,1244,5547,854,1382,288083,22,335,71,168,10,0,0,519,626,56,38906,269221,7523,1193,1849,8351,1304,2055,288114,30,480,103,238,15,0,0,727,893,82,6516,83,NA,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/22/20,16804,116280,3448,561,899,3834,612,997,296265,18,251,56,132,8,0,0,400,478,41,28575,197734,5641,903,1425,6272,987,1584,296307,25,382,83,195,12,0,0,595,719,64,45227,312953,8706,1389,2163,9674,1518,2404,296337,36,559,121,280,18,0,0,873,1046,98,16073,111222,3307,535,850,3678,585,944,296255,17,242,53,126,8,0,0,394,459,39,32024,221602,6385,998,1589,7087,1091,1765,296298,27,426,91,214,13,0,0,658,795,71,50275,347870,9734,1544,2392,10804,1686,2658,296339,38,618,133,306,19,0,0,935,1150,105,8545,98,NA,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/20,21067,145786,4320,703,1125,4804,767,1249,304464,22,313,69,164,10,0,0,497,595,51,36377,251722,7184,1149,1814,7988,1257,2016,304519,32,484,105,246,15,0,0,754,910,81,58277,403225,11229,1792,2788,12477,1959,3099,304558,46,719,155,360,23,0,0,1120,1343,127,20122,139247,4140,669,1063,4604,731,1181,304451,21,301,66,156,10,0,0,488,570,49,40886,282920,8158,1274,2029,9055,1394,2254,304507,35,542,115,271,17,0,0,836,1010,91,64897,449008,12590,1996,3093,13974,2180,3437,304561,49,797,171,394,25,0,0,1205,1482,136,10432,121,NA,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
